l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
381.5,0.0127,0.0166,0.0197,0.0011,0.0215,0.0536,0.0468,0.3173,0.0148,0.0106,0.0135,0.0059,0.0215,0.0077,0.0035,0.0238,0.0039,0.0038,0.0016,0.0907,0.087,-0.004,0.094,-0.005,-0.006,0.0022,-0.002,0.0061,4.00E-04,4.00E-04,0.0015,0.0067,0.0197,0.0093,0.0092,0.0054,-1.00E-03,0.0015,-0.003,2.00E-04,0.0109,0.0049,8.00E-04,-0.003,0.0013,5.00E-04,0.007
382,0.0109,0.0149,0.0183,0,0.0201,0.0518,0.045,0.3132,0.0132,0.0084,0.0129,0.0043,0.0201,0.0053,0.0012,0.0224,0.0018,0.0025,0,0.088,0.084,-0.006,0.0904,-0.008,-0.008,2.00E-04,-0.004,0.0046,-1.00E-03,0,3.00E-04,0.0044,0.0178,0.0077,0.008,0.0038,-0.003,-1.00E-03,-0.005,-1.00E-03,0.0089,0.0023,0,-0.004,0,-1.00E-03,0.0054
382.5,0.013,0.0168,0.02,0.0017,0.0215,0.0532,0.0472,0.3124,0.0155,0.0107,0.0126,0.0062,0.0215,0.0082,0.0038,0.0241,0.004,0.0041,0.0016,0.0882,0.0848,-0.003,0.0926,-0.005,-0.005,0.0038,-1.00E-03,0.0066,0.0013,0.0014,0.0021,0.007,0.0194,0.01,0.0099,0.0058,0,0.0017,-0.003,9.00E-04,0.0109,0.0046,0.0016,-0.002,0.0014,6.00E-04,0.0073
383,0.0109,0.0149,0.0181,0,0.0202,0.051,0.0455,0.3082,0.0129,0.0088,0.0126,0.0046,0.0202,0.0061,0.0021,0.0226,0.0024,0.0023,0,0.0859,0.0822,-0.005,0.0894,-0.007,-0.007,0.0017,-0.003,0.0053,0,0,0.0012,0.0052,0.0184,0.0089,0.0083,0.0042,-0.002,2.00E-04,-0.004,0,0.0095,0.0033,0,-0.004,0,-1.00E-03,0.0054
383.5,0.0127,0.0154,0.0187,7.00E-04,0.0216,0.0517,0.0466,0.3068,0.0144,0.0103,0.0125,0.0061,0.0216,0.0072,0.0037,0.0237,0.0035,0.0042,0.0014,0.0859,0.0825,-0.003,0.0894,-0.005,-0.006,0.0037,-1.00E-03,0.0059,0.0011,0.0011,0.002,0.0068,0.0194,0.0096,0.0097,0.0058,-1.00E-03,0.0011,-0.003,0,0.0107,0.0037,0.0013,-0.002,1.00E-03,1.00E-04,0.0066
384,0.0117,0.0156,0.0185,4.00E-04,0.0204,0.051,0.0449,0.3034,0.0135,0.0095,0.0126,0.0053,0.0204,0.0067,3.00E-04,0.0226,0.0028,0.0035,9.00E-04,0.0838,0.0768,-0.004,0.0871,-0.006,-0.006,0,-0.004,0.0059,6.00E-04,2.00E-04,0.0014,0.0057,0.0186,0.009,0.0088,0.0046,-1.00E-03,8.00E-04,-0.004,0,0.01,0.0039,2.00E-04,-0.003,5.00E-04,2.00E-04,0.0062
384.5,0.0111,0.0149,0.0176,0,0.0199,0.0501,0.0443,0.3007,0.0128,0.0089,0.0123,0.0049,0.0199,0.0061,0,0.0218,0.0025,0.0031,4.00E-04,0.0824,0.0751,-0.005,0.0858,-0.007,-0.007,0,-0.005,0.0055,1.00E-04,0,9.00E-04,0.0052,0.0179,0.0084,0.008,0.0041,-0.002,1.00E-04,-0.004,0,0.0094,0.0034,0,-0.003,0,0,0.0056
385,0.0113,0.015,0.0177,1.00E-04,0.0202,0.0499,0.0441,0.2983,0.0131,0.009,0.0123,0.005,0.0202,0.0063,2.00E-04,0.0218,0.0026,0.0033,5.00E-04,0.0814,0.0741,-0.004,0.0848,-0.006,-0.006,0,-0.005,0.0057,4.00E-04,1.00E-04,0.0012,0.0053,0.0179,0.0085,0.0084,0.0043,-1.00E-03,3.00E-04,-0.004,0,0.0096,0.0036,0,-0.003,2.00E-04,0,0.0058
385.5,0.011,0.0146,0.0172,1.00E-04,0.0198,0.0493,0.0438,0.296,0.0126,0.0088,0.0122,0.0049,0.0198,0.0061,0,0.0216,0.0024,0.0032,4.00E-04,0.0802,0.0727,-0.005,0.0837,-0.006,-0.007,0,-0.005,0.0055,2.00E-04,0,1.00E-03,0.0052,0.0176,0.0082,0.0082,0.0039,-0.002,0,-0.004,0,0.0093,0.0035,0,-0.003,1.00E-04,0,0.0056
386,0.0109,0.0147,0.0172,1.00E-04,0.0198,0.0491,0.0437,0.2939,0.0124,0.0089,0.012,0.0051,0.0198,0.0064,1.00E-04,0.0214,0.0025,0.0032,6.00E-04,0.0791,0.0716,-0.005,0.0828,-0.006,-0.006,0,-0.004,0.0058,2.00E-04,1.00E-04,1.00E-03,0.0053,0.0176,0.0083,0.0081,0.0041,-1.00E-03,2.00E-04,-0.004,0,0.0093,0.0034,0,-0.003,3.00E-04,0,0.0055
386.5,0.0107,0.0143,0.0168,0,0.0195,0.0484,0.0433,0.2911,0.0123,0.0086,0.0119,0.0047,0.0195,0.0061,0,0.0208,0.0021,0.0031,4.00E-04,0.0779,0.0699,-0.005,0.0814,-0.007,-0.007,0,-0.005,0.0052,0,0,8.00E-04,0.0049,0.0171,0.0079,0.0079,0.0038,-0.002,0,-0.004,-1.00E-03,0.009,0.0033,0,-0.003,0,0,0.0053
387,0.0106,0.0144,0.0168,0,0.0195,0.048,0.0429,0.2889,0.0119,0.0085,0.0119,0.0047,0.0195,0.0061,0,0.0206,0.0021,0.0031,3.00E-04,0.0767,0.069,-0.005,0.0805,-0.006,-0.007,0,-0.005,0.0054,2.00E-04,0,9.00E-04,0.0048,0.0171,0.008,0.0079,0.0039,-0.002,0,-0.004,-1.00E-03,0.0091,0.0034,0,-0.003,2.00E-04,0,0.0053
387.5,0.0104,0.0142,0.0165,0,0.0193,0.0476,0.0427,0.2868,0.0117,0.0084,0.0118,0.0046,0.0193,0.006,0,0.0204,0.002,0.003,2.00E-04,0.0755,0.0677,-0.005,0.0795,-0.006,-0.007,0,-0.005,0.0053,1.00E-04,0,1.00E-03,0.0048,0.0167,0.0079,0.0077,0.0038,-0.002,0,-0.004,-1.00E-03,0.0088,0.0032,0,-0.003,1.00E-04,0,0.0052
388,0.0105,0.0142,0.0163,0,0.0193,0.0473,0.0425,0.2844,0.0116,0.0084,0.0118,0.0046,0.0193,0.006,0,0.0202,0.0021,0.0032,1.00E-04,0.0746,0.0666,-0.005,0.0786,-0.006,-0.006,0,-0.004,0.0052,0,0,9.00E-04,0.0048,0.0167,0.0077,0.0077,0.0038,-1.00E-03,0,-0.004,-1.00E-03,0.0088,0.0033,0,-0.003,0,0,0.0053
388.5,0.0102,0.014,0.0161,0,0.019,0.0468,0.0421,0.282,0.0114,0.0083,0.0116,0.0044,0.019,0.0057,0,0.0199,0.0019,0.0029,0,0.0735,0.0654,-0.005,0.0777,-0.007,-0.007,0,-0.005,0.0053,0,0,8.00E-04,0.0045,0.0164,0.0075,0.0075,0.0036,-0.002,0,-0.004,-1.00E-03,0.0086,0.0031,0,-0.003,0,0,0.0049
389,0.01,0.0138,0.0159,0,0.0189,0.0466,0.0418,0.2799,0.0113,0.0081,0.0116,0.0045,0.0189,0.0058,0,0.0197,0.002,0.003,1.00E-04,0.0724,0.0643,-0.005,0.0766,-0.006,-0.006,0,-0.005,0.0053,1.00E-04,0,9.00E-04,0.0045,0.0163,0.0076,0.0076,0.0036,-0.002,0,-0.004,-1.00E-03,0.0086,0.0032,0,-0.003,0,0,0.005
389.5,0.0101,0.0137,0.0156,0,0.0188,0.046,0.0416,0.2776,0.0112,0.008,0.0115,0.0044,0.0188,0.0059,0,0.0195,0.0018,0.003,0,0.0713,0.0632,-0.005,0.0757,-0.006,-0.007,0,-0.005,0.0053,0,0,9.00E-04,0.0044,0.016,0.0074,0.0074,0.0035,-0.002,0,-0.004,-1.00E-03,0.0086,0.0032,0,-0.003,0,0,0.0049
390,0.0099,0.0137,0.0154,0,0.0187,0.0457,0.0414,0.2754,0.0111,0.008,0.0112,0.0043,0.0187,0.0057,0,0.0192,0.0018,0.0028,0,0.0705,0.062,-0.005,0.0748,-0.006,-0.006,0,-0.005,0.0051,0,0,8.00E-04,0.0044,0.0158,0.0074,0.0073,0.0034,-0.002,0,-0.004,-1.00E-03,0.0082,0.0031,0,-0.003,0,0,0.0049
390.5,0.0097,0.0135,0.0153,0,0.0185,0.0453,0.0411,0.2731,0.0107,0.0079,0.0113,0.0043,0.0185,0.0056,0,0.0189,0.0017,0.003,0,0.0693,0.0608,-0.005,0.0736,-0.007,-0.007,0,-0.005,0.0051,0,0,8.00E-04,0.0042,0.0156,0.0073,0.0072,0.0033,-0.002,0,-0.004,-1.00E-03,0.0083,0.003,0,-0.003,0,0,0.0047
391,0.0096,0.0134,0.0149,0,0.0184,0.0448,0.0408,0.2711,0.0105,0.0077,0.0112,0.0042,0.0184,0.0056,0,0.0186,0.0016,0.0028,0,0.0682,0.0598,-0.005,0.0729,-0.006,-0.007,0,-0.005,0.005,0,0,8.00E-04,0.0042,0.0155,0.0071,0.007,0.0033,-0.002,0,-0.004,-1.00E-03,0.0082,0.0029,0,-0.003,0,0,0.0045
391.5,0.0095,0.0133,0.015,0,0.0183,0.0445,0.0406,0.269,0.0104,0.0077,0.0112,0.0042,0.0183,0.0056,0,0.0184,0.0016,0.0029,0,0.0673,0.0588,-0.005,0.072,-0.006,-0.007,0,-0.005,0.0051,0,0,8.00E-04,0.0042,0.0153,0.0071,0.0072,0.0032,-0.002,0,-0.004,-1.00E-03,0.0082,0.0032,0,-0.003,0,0,0.0047
392,0.0094,0.0131,0.0146,0,0.0182,0.0441,0.0403,0.2668,0.0102,0.0076,0.0111,0.0042,0.0182,0.0056,0,0.018,0.0016,0.0028,0,0.0662,0.0578,-0.005,0.071,-0.006,-0.007,0,-0.005,0.005,0,0,7.00E-04,0.0041,0.0151,0.007,0.0069,0.0031,-0.002,0,-0.004,-1.00E-03,0.0079,0.0029,0,-0.003,0,0,0.0045
392.5,0.0094,0.0132,0.0144,0,0.0181,0.0436,0.04,0.2646,0.0102,0.0076,0.011,0.0042,0.0181,0.0055,0,0.0179,0.0015,0.0028,0,0.0652,0.0567,-0.005,0.07,-0.006,-0.007,0,-0.005,0.0049,0,0,6.00E-04,0.004,0.0148,0.0069,0.0068,0.003,-0.002,0,-0.004,-1.00E-03,0.0079,0.003,0,-0.003,0,0,0.0046
393,0.0091,0.013,0.0142,0,0.0179,0.0434,0.0398,0.2626,0.01,0.0073,0.0109,0.004,0.0179,0.0054,0,0.0177,0.0013,0.0028,0,0.0643,0.0558,-0.005,0.0692,-0.006,-0.007,0,-0.005,0.0049,0,0,5.00E-04,0.004,0.0146,0.0067,0.0066,0.0029,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0076,0.0028,0,-0.003,0,0,0.0044
393.5,0.0091,0.0128,0.0142,0,0.018,0.0431,0.0396,0.2607,0.01,0.0074,0.0111,0.0042,0.018,0.0054,0,0.0174,0.0014,0.0027,0,0.0635,0.0548,-0.005,0.0685,-0.006,-0.007,0,-0.005,0.0048,0,0,7.00E-04,0.0039,0.0146,0.0068,0.0068,0.003,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0077,0.0029,0,-0.003,0,0,0.0044
394,0.0089,0.0128,0.014,0,0.0177,0.0426,0.0393,0.2586,0.0096,0.0071,0.0107,0.0039,0.0177,0.0052,0,0.0171,0.0012,0.0027,0,0.0625,0.0539,-0.005,0.0675,-0.007,-0.007,0,-0.005,0.0049,0,0,6.00E-04,0.0037,0.0143,0.0065,0.0065,0.0028,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0074,0.0028,0,-0.004,0,0,0.0042
394.5,0.009,0.0127,0.014,0,0.0178,0.0423,0.0392,0.2565,0.0096,0.0074,0.0107,0.004,0.0178,0.0054,0,0.0171,0.0013,0.0028,0,0.0616,0.053,-0.005,0.0669,-0.006,-0.006,0,-0.004,0.0049,0,0,6.00E-04,0.0038,0.0142,0.0066,0.0065,0.0028,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0074,0.0029,0,-0.003,0,0,0.0042
395,0.0086,0.0125,0.0136,-1.00E-03,0.0175,0.0419,0.0387,0.2544,0.0094,0.007,0.0105,0.0038,0.0175,0.0052,0,0.0167,0.0011,0.0027,0,0.0607,0.0519,-0.005,0.0658,-0.006,-0.007,0,-0.005,0.0048,0,0,4.00E-04,0.0036,0.0139,0.0063,0.0063,0.0026,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0074,0.0027,0,-0.004,0,0,0.0041
395.5,0.0089,0.0126,0.0136,0,0.0176,0.0417,0.0388,0.2527,0.0094,0.0072,0.0108,0.0039,0.0176,0.0053,0,0.0166,0.0012,0.0029,0,0.06,0.0512,-0.005,0.0652,-0.006,-0.006,0,-0.004,0.0049,0,0,6.00E-04,0.0038,0.0139,0.0064,0.0064,0.0028,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0074,0.0029,0,-0.003,0,0,0.004
396,0.0084,0.0123,0.0132,-1.00E-03,0.0172,0.0412,0.0382,0.2506,0.009,0.0069,0.0103,0.0036,0.0172,0.005,0,0.0161,9.00E-04,0.0026,0,0.0589,0.0502,-0.005,0.0641,-0.007,-0.007,0,-0.005,0.0046,0,0,4.00E-04,0.0035,0.0137,0.0062,0.0061,0.0024,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0072,0.0027,0,-0.004,0,-1.00E-03,0.004
396.5,0.0084,0.0123,0.0132,-1.00E-03,0.0172,0.0409,0.0383,0.2487,0.0091,0.0069,0.0105,0.0038,0.0172,0.0052,0,0.0161,1.00E-03,0.0028,0,0.058,0.0494,-0.005,0.0635,-0.007,-0.007,0,-0.005,0.0047,0,0,6.00E-04,0.0036,0.0137,0.0064,0.0063,0.0026,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0073,0.0027,0,-0.004,0,0,0.004
397,0.0083,0.012,0.013,-1.00E-03,0.017,0.0405,0.0378,0.2468,0.0089,0.0066,0.0101,0.0036,0.017,0.005,0,0.0157,8.00E-04,0.0028,0,0.0571,0.0483,-0.005,0.0624,-0.006,-0.007,0,-0.005,0.0045,0,0,4.00E-04,0.0032,0.0133,0.0061,0.0063,0.0024,-0.002,-1.00E-03,-0.004,-0.002,0.0071,0.0028,0,-0.004,0,0,0.0038
397.5,0.0083,0.0122,0.0129,0,0.0173,0.0404,0.0378,0.2449,0.0088,0.0067,0.0103,0.0037,0.0173,0.005,0,0.0157,1.00E-03,0.0025,0,0.0565,0.0478,-0.005,0.0618,-0.006,-0.007,0,-0.004,0.0047,0,0,5.00E-04,0.0033,0.0134,0.006,0.006,0.0025,-0.002,-1.00E-03,-0.004,-1.00E-03,0.007,0.0029,0,-0.004,0,0,0.004
398,0.0081,0.0118,0.0125,-1.00E-03,0.0168,0.04,0.0374,0.2429,0.0085,0.0065,0.01,0.0034,0.0168,0.0049,0,0.0153,8.00E-04,0.0025,0,0.0554,0.047,-0.005,0.0611,-0.006,-0.007,0,-0.005,0.0046,0,0,4.00E-04,0.0031,0.0129,0.0057,0.0057,0.0022,-0.002,-1.00E-03,-0.004,-0.002,0.0068,0.0024,0,-0.004,0,-1.00E-03,0.0036
398.5,0.0083,0.0119,0.0127,-1.00E-03,0.0169,0.0398,0.0374,0.2413,0.0087,0.0067,0.0102,0.0036,0.0169,0.005,0,0.0152,8.00E-04,0.0026,0,0.0548,0.0461,-0.005,0.0602,-0.006,-0.006,0,-0.004,0.0046,0,0,5.00E-04,0.0032,0.013,0.0059,0.0061,0.0023,-0.002,-1.00E-03,-0.004,-1.00E-03,0.0067,0.0026,0,-0.003,0,0,0.0039
399,0.0081,0.0117,0.0124,-1.00E-03,0.0167,0.0393,0.037,0.2392,0.0084,0.0065,0.0099,0.0034,0.0167,0.0047,0,0.0148,8.00E-04,0.0025,0,0.054,0.0455,-0.005,0.0595,-0.006,-0.007,0,-0.004,0.0045,0,0,4.00E-04,0.0031,0.0126,0.0057,0.0057,0.0022,-0.002,-1.00E-03,-0.004,-0.002,0.0067,0.0026,0,-0.004,0,-1.00E-03,0.0036
399.5,0.008,0.0117,0.0123,-1.00E-03,0.0167,0.0392,0.037,0.2377,0.0084,0.0065,0.01,0.0036,0.0167,0.0049,0,0.0148,7.00E-04,0.0027,0,0.0533,0.0449,-0.005,0.059,-0.006,-0.007,0,-0.004,0.0045,0,0,4.00E-04,0.0033,0.0127,0.0058,0.0057,0.0023,-0.002,-1.00E-03,-0.004,-0.002,0.0067,0.0027,0,-0.003,0,0,0.0039
400,0.0077,0.0115,0.0121,-1.00E-03,0.0165,0.0386,0.0366,0.2358,0.008,0.0062,0.01,0.0034,0.0165,0.0048,0,0.0144,7.00E-04,0.0024,0,0.0523,0.0439,-0.005,0.0581,-0.006,-0.007,0,-0.005,0.0043,0,0,4.00E-04,0.0031,0.0124,0.0056,0.0055,0.0019,-0.002,-1.00E-03,-0.004,-0.002,0.0065,0.0024,0,-0.004,0,-1.00E-03,0.0036
400.5,0.0077,0.0116,0.012,-1.00E-03,0.0164,0.0382,0.0364,0.2341,0.008,0.0062,0.0099,0.0034,0.0164,0.0048,0,0.0143,7.00E-04,0.0026,0,0.0517,0.0432,-0.005,0.0575,-0.006,-0.006,0,-0.004,0.0046,0,0,4.00E-04,0.003,0.0122,0.0056,0.0055,0.0021,-0.002,-1.00E-03,-0.004,-0.002,0.0065,0.0026,0,-0.004,0,0,0.0037
401,0.0076,0.0113,0.012,-1.00E-03,0.0164,0.0381,0.0361,0.2324,0.0079,0.0061,0.0097,0.0032,0.0164,0.0046,0,0.014,6.00E-04,0.0024,0,0.0508,0.0426,-0.005,0.0568,-0.006,-0.006,0,-0.004,0.0044,0,0,4.00E-04,0.003,0.0121,0.0056,0.0054,0.002,-0.002,-1.00E-03,-0.004,-0.002,0.0065,0.0024,0,-0.004,0,-1.00E-03,0.0036
401.5,0.0076,0.0113,0.0119,-1.00E-03,0.0163,0.0378,0.0361,0.2306,0.0078,0.006,0.0096,0.0034,0.0163,0.0046,0,0.0139,5.00E-04,0.0025,0,0.0503,0.0418,-0.005,0.056,-0.006,-0.006,0,-0.004,0.0046,0,0,5.00E-04,0.003,0.012,0.0056,0.0055,0.0021,-0.002,-1.00E-03,-0.004,-0.002,0.0064,0.0025,0,-0.004,0,0,0.0036
402,0.0074,0.0111,0.0115,-1.00E-03,0.0161,0.0372,0.0357,0.2288,0.0077,0.006,0.0097,0.0032,0.0161,0.0044,0,0.0136,4.00E-04,0.0024,0,0.0492,0.0408,-0.005,0.0551,-0.006,-0.007,0,-0.004,0.0044,0,0,4.00E-04,0.0028,0.0117,0.0053,0.0054,0.0019,-0.002,-1.00E-03,-0.004,-0.002,0.0063,0.0024,0,-0.004,0,-1.00E-03,0.0034
402.5,0.0074,0.0112,0.0114,-1.00E-03,0.0162,0.0372,0.0355,0.2273,0.0076,0.006,0.0096,0.0034,0.0162,0.0045,0,0.0135,6.00E-04,0.0024,0,0.0486,0.0402,-0.005,0.0544,-0.006,-0.007,0,-0.004,0.0044,0,0,4.00E-04,0.0028,0.0117,0.0054,0.0055,0.002,-0.002,-1.00E-03,-0.004,-0.002,0.0062,0.0024,0,-0.004,0,-1.00E-03,0.0035
403,0.0073,0.0111,0.0114,-1.00E-03,0.0159,0.0368,0.0352,0.2258,0.0075,0.0059,0.0094,0.0032,0.0159,0.0046,0,0.0133,4.00E-04,0.0023,0,0.0478,0.0395,-0.005,0.0537,-0.006,-0.007,-1.00E-03,-0.004,0.0043,0,0,3.00E-04,0.0027,0.0116,0.0053,0.0053,0.0019,-0.002,-0.002,-0.004,-0.002,0.0061,0.0024,0,-0.004,0,-1.00E-03,0.0034
403.5,0.0072,0.011,0.0112,-1.00E-03,0.0158,0.0366,0.0351,0.2239,0.0074,0.0059,0.0094,0.0031,0.0158,0.0045,0,0.0131,5.00E-04,0.0024,0,0.0472,0.0388,-0.005,0.0532,-0.006,-0.007,0,-0.004,0.0043,0,0,3.00E-04,0.0027,0.0113,0.0052,0.0052,0.0019,-0.002,-0.002,-0.004,-0.002,0.0061,0.0023,0,-0.004,0,-1.00E-03,0.0033
404,0.0071,0.0109,0.0112,-1.00E-03,0.0158,0.0364,0.035,0.2224,0.0074,0.0057,0.0094,0.0032,0.0158,0.0044,0,0.0129,4.00E-04,0.0025,0,0.0464,0.0383,-0.005,0.0524,-0.006,-0.006,0,-0.004,0.0043,0,0,3.00E-04,0.0027,0.0113,0.0052,0.0053,0.0018,-0.002,-0.002,-0.004,-0.002,0.006,0.0023,0,-0.004,0,-1.00E-03,0.0033
404.5,0.0069,0.0107,0.0111,-1.00E-03,0.0157,0.036,0.035,0.2207,0.0072,0.0056,0.0093,0.0031,0.0157,0.0043,0,0.0128,4.00E-04,0.0023,-1.00E-03,0.0459,0.0377,-0.005,0.0518,-0.006,-0.006,0,-0.004,0.0044,0,0,4.00E-04,0.0027,0.0112,0.0051,0.0051,0.0018,-0.002,-0.002,-0.004,-0.002,0.0061,0.0023,0,-0.004,0,-1.00E-03,0.0032
405,0.0069,0.0108,0.011,-1.00E-03,0.0156,0.0358,0.0345,0.2191,0.0072,0.0056,0.0093,0.0031,0.0156,0.0044,0,0.0126,4.00E-04,0.0023,0,0.0451,0.0369,-0.005,0.0511,-0.006,-0.007,0,-0.004,0.0044,0,0,2.00E-04,0.0028,0.0111,0.0053,0.0052,0.0018,-0.002,-0.002,-0.004,-0.002,0.0061,0.0024,0,-0.004,0,-1.00E-03,0.0031
405.5,0.0068,0.0106,0.0108,-1.00E-03,0.0154,0.0354,0.0343,0.2175,0.007,0.0054,0.0091,0.0029,0.0154,0.0043,0,0.0124,2.00E-04,0.0022,0,0.0444,0.0362,-0.005,0.0504,-0.006,-0.007,0,-0.004,0.0043,0,0,3.00E-04,0.0025,0.0109,0.0051,0.0051,0.0017,-0.002,-0.002,-0.004,-0.002,0.0059,0.0023,0,-0.004,0,-1.00E-03,0.0031
406,0.0066,0.0105,0.0108,-1.00E-03,0.0154,0.0351,0.0341,0.2158,0.0068,0.0054,0.0092,0.0029,0.0154,0.0042,0,0.0121,2.00E-04,0.0021,-1.00E-03,0.0436,0.0356,-0.005,0.0499,-0.006,-0.006,-1.00E-03,-0.004,0.0043,0,0,0,0.0025,0.0108,0.005,0.005,0.0017,-0.002,-0.002,-0.004,-0.002,0.0059,0.0023,0,-0.004,0,-1.00E-03,0.0031
406.5,0.0065,0.0104,0.0106,-1.00E-03,0.0153,0.0348,0.0338,0.2144,0.0068,0.0052,0.009,0.003,0.0153,0.004,0,0.012,1.00E-04,0.0022,-1.00E-03,0.043,0.0352,-0.005,0.0491,-0.006,-0.006,0,-0.004,0.0044,0,0,2.00E-04,0.0024,0.0106,0.0049,0.0049,0.0017,-0.002,-0.002,-0.004,-0.002,0.0059,0.0023,0,-0.004,0,-1.00E-03,0.0031
407,0.0065,0.0105,0.0106,-1.00E-03,0.0153,0.0346,0.0338,0.213,0.0068,0.0055,0.0091,0.0029,0.0153,0.0044,0,0.0118,1.00E-04,0.0023,-1.00E-03,0.0426,0.0346,-0.005,0.0487,-0.006,-0.006,0,-0.004,0.0044,0,0,2.00E-04,0.0025,0.0105,0.0049,0.0051,0.0017,-0.002,-0.002,-0.004,-0.002,0.0058,0.0024,0,-0.004,0,-1.00E-03,0.0032
407.5,0.0065,0.0103,0.0102,-1.00E-03,0.0151,0.0343,0.0335,0.2114,0.0066,0.0052,0.0088,0.0028,0.0151,0.0042,0,0.0116,1.00E-04,0.0022,-1.00E-03,0.0419,0.0338,-0.005,0.0479,-0.006,-0.006,-1.00E-03,-0.005,0.0043,0,0,1.00E-04,0.0024,0.0104,0.0047,0.0048,0.0015,-0.002,-0.002,-0.004,-0.002,0.0056,0.0022,0,-0.004,0,-1.00E-03,0.003
408,0.0064,0.0103,0.0103,-1.00E-03,0.015,0.0341,0.0334,0.2098,0.0067,0.0051,0.0088,0.0028,0.015,0.0042,0,0.0116,1.00E-04,0.0022,-1.00E-03,0.0413,0.0334,-0.005,0.0473,-0.006,-0.006,0,-0.004,0.0043,0,0,2.00E-04,0.0024,0.0103,0.0047,0.0047,0.0016,-0.002,-0.002,-0.003,-0.002,0.0056,0.0022,0,-0.004,0,-1.00E-03,0.003
408.5,0.0063,0.0101,0.0102,-1.00E-03,0.0149,0.0338,0.0332,0.2084,0.0065,0.0051,0.0086,0.0026,0.0149,0.0041,0,0.0112,0,0.0021,-1.00E-03,0.0406,0.0328,-0.005,0.0466,-0.006,-0.006,0,-0.004,0.0043,0,0,0,0.0022,0.01,0.0045,0.0047,0.0015,-0.002,-0.002,-0.004,-0.002,0.0056,0.0023,0,-0.004,0,-1.00E-03,0.003
409,0.0064,0.0103,0.0104,-1.00E-03,0.0152,0.0337,0.0331,0.2073,0.0066,0.0052,0.0089,0.003,0.0152,0.0042,0,0.0112,1.00E-04,0.0021,-1.00E-03,0.0401,0.0324,-0.005,0.0463,-0.006,-0.006,0,-0.004,0.0044,0,0,1.00E-04,0.0024,0.01,0.0048,0.0047,0.0015,-0.002,-0.002,-0.003,-0.002,0.0055,0.0022,0,-0.004,0,-1.00E-03,0.0031
409.5,0.0059,0.01,0.01,-1.00E-03,0.0147,0.0332,0.0328,0.2055,0.0062,0.005,0.0086,0.0026,0.0147,0.0041,0,0.0108,0,0.0019,-1.00E-03,0.0393,0.0318,-0.005,0.0454,-0.006,-0.007,-1.00E-03,-0.004,0.0042,0,-1.00E-03,0,0.0022,0.0098,0.0045,0.0045,0.0014,-0.002,-0.002,-0.004,-0.002,0.0053,0.0021,0,-0.004,0,-1.00E-03,0.0027
410,0.0062,0.01,0.01,-1.00E-03,0.0148,0.0331,0.0329,0.2043,0.0064,0.005,0.0086,0.0028,0.0148,0.0041,0,0.0108,0,0.0021,-1.00E-03,0.0389,0.0313,-0.005,0.045,-0.006,-0.006,0,-0.004,0.0045,0,0,2.00E-04,0.0023,0.0099,0.0046,0.0046,0.0016,-0.002,-0.002,-0.003,-0.002,0.0054,0.0021,0,-0.004,0,-1.00E-03,0.0029
410.5,0.0061,0.0099,0.0098,-1.00E-03,0.0147,0.0328,0.0325,0.2028,0.0061,0.0049,0.0085,0.0026,0.0147,0.0039,0,0.0106,0,0.002,-1.00E-03,0.0383,0.0305,-0.005,0.0444,-0.006,-0.006,-1.00E-03,-0.004,0.0043,0,0,0,0.0022,0.0095,0.0044,0.0044,0.0013,-0.002,-0.002,-0.004,-0.002,0.0053,0.002,0,-0.004,0,-1.00E-03,0.0029
411,0.0061,0.0101,0.01,-1.00E-03,0.0148,0.0327,0.0324,0.2015,0.0064,0.005,0.0086,0.0028,0.0148,0.004,0,0.0105,2.00E-04,0.0023,-1.00E-03,0.038,0.0304,-0.005,0.044,-0.006,-0.006,0,-0.004,0.0044,0,0,2.00E-04,0.0022,0.0098,0.0045,0.0046,0.0015,-0.002,-0.002,-0.003,-0.002,0.0055,0.0022,0,-0.004,0,-1.00E-03,0.0029
411.5,0.0058,0.0098,0.0096,-1.00E-03,0.0146,0.0322,0.0322,0.2,0.0059,0.0047,0.0084,0.0026,0.0146,0.0039,0,0.0101,0,0.0019,-1.00E-03,0.0371,0.0295,-0.005,0.0432,-0.006,-0.006,-1.00E-03,-0.004,0.0041,0,-1.00E-03,0,0.002,0.0093,0.0042,0.0044,0.0013,-0.002,-0.002,-0.004,-0.002,0.0051,0.0019,0,-0.004,-1.00E-03,-1.00E-03,0.0026
