l.nm,25-espolon,27-espolon,5-sm,22-arette,2-pueblo-viejo,3-san-matias,9-tres alegres,26-espolon,15-don-eduardo,24-espolon,7-sm,17-herradura1,11-quiote,10-centenario-plata,b37,26,28,16,17,mh1,mh2,mh3,blanco55,blanco54,28a,b38,n4,n5,n5a,n9,p6a,n7,n12,n8,n11a,n13,n10,n6,p13,p12,p5,p7,p8a,p9,p6,p8,p4
412,0.0058,0.0098,0.0096,-1.00E-03,0.0146,0.0321,0.0321,0.1988,0.006,0.0048,0.0085,0.0026,0.0146,0.0039,0,0.0102,0,0.002,-1.00E-03,0.0367,0.0293,-0.005,0.0427,-0.006,-0.006,-1.00E-03,-0.004,0.0042,0,0,2.00E-04,0.0021,0.0094,0.0043,0.0045,0.0014,-0.002,-0.002,-0.003,-0.002,0.0052,0.002,0,-0.004,0,-1.00E-03,0.0028
412.5,0.0058,0.0096,0.0095,-1.00E-03,0.0142,0.032,0.0319,0.1973,0.0059,0.0047,0.0084,0.0025,0.0142,0.0038,0,0.01,0,0.0019,-1.00E-03,0.0362,0.0286,-0.005,0.0421,-0.006,-0.006,-1.00E-03,-0.004,0.0041,0,0,1.00E-04,0.002,0.0091,0.0042,0.0044,0.0013,-0.002,-0.002,-0.003,-0.002,0.0052,0.0021,0,-0.004,0,-1.00E-03,0.0026
413,0.0058,0.0098,0.0095,-1.00E-03,0.0144,0.0318,0.0319,0.1962,0.006,0.0047,0.0084,0.0027,0.0144,0.004,0,0.01,0,0.002,-1.00E-03,0.0358,0.0284,-0.005,0.0418,-0.006,-0.006,0,-0.004,0.0043,0,0,1.00E-04,0.0021,0.0092,0.0042,0.0044,0.0013,-0.002,-0.002,-0.003,-0.002,0.0052,0.0021,0,-0.004,0,-1.00E-03,0.0028
413.5,0.0056,0.0096,0.0092,-1.00E-03,0.0143,0.0314,0.0315,0.1947,0.0058,0.0044,0.0082,0.0026,0.0143,0.0039,0,0.0097,0,0.0018,-1.00E-03,0.035,0.0277,-0.005,0.041,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,-1.00E-03,0,0.002,0.009,0.0041,0.0042,0.0011,-0.002,-0.002,-0.003,-0.002,0.005,0.0019,0,-0.004,0,-1.00E-03,0.0026
414,0.0056,0.0095,0.0093,-1.00E-03,0.0142,0.0312,0.0315,0.1933,0.0058,0.0045,0.0082,0.0024,0.0142,0.0038,0,0.0095,0,0.0018,-1.00E-03,0.0345,0.0272,-0.005,0.0406,-0.006,-0.006,-1.00E-03,-0.004,0.0042,0,0,0,0.002,0.0089,0.0042,0.0043,0.0012,-0.002,-0.002,-0.003,-0.002,0.0052,0.0021,0,-0.004,0,-1.00E-03,0.0026
414.5,0.0054,0.0094,0.0092,-1.00E-03,0.0142,0.031,0.0313,0.1921,0.0057,0.0044,0.0082,0.0023,0.0142,0.0037,0,0.0094,0,0.0019,-1.00E-03,0.0342,0.027,-0.005,0.0401,-0.006,-0.006,-1.00E-03,-0.004,0.0042,0,0,0,0.0018,0.0088,0.0042,0.0042,0.0012,-0.002,-0.002,-0.003,-0.002,0.0051,0.002,0,-0.004,0,-1.00E-03,0.0026
415,0.0053,0.0094,0.009,-1.00E-03,0.0141,0.0308,0.0312,0.1909,0.0057,0.0044,0.0081,0.0025,0.0141,0.0038,0,0.0094,0,0.0019,-1.00E-03,0.0336,0.0265,-0.005,0.0396,-0.006,-0.006,-1.00E-03,-0.004,0.0042,0,0,0,0.002,0.0088,0.0041,0.0042,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.005,0.002,0,-0.004,0,-1.00E-03,0.0026
415.5,0.0052,0.0094,0.0089,-1.00E-03,0.0138,0.0306,0.031,0.1896,0.0056,0.0043,0.0081,0.0024,0.0138,0.0037,0,0.0091,0,0.0017,-1.00E-03,0.033,0.026,-0.005,0.039,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,-1.00E-03,0,0.0018,0.0087,0.0041,0.0042,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.0049,0.0019,0,-0.004,0,-1.00E-03,0.0025
416,0.0053,0.0093,0.0089,-1.00E-03,0.014,0.0303,0.0308,0.1885,0.0055,0.0044,0.008,0.0022,0.014,0.0037,0,0.0092,0,0.0018,-1.00E-03,0.0326,0.0256,-0.005,0.0385,-0.006,-0.006,-1.00E-03,-0.004,0.0041,0,0,0,0.002,0.0085,0.004,0.0042,0.0012,-0.002,-0.002,-0.003,-0.002,0.0049,0.002,0,-0.004,0,-1.00E-03,0.0026
416.5,0.0051,0.0092,0.0088,-1.00E-03,0.0139,0.0301,0.0307,0.1872,0.0054,0.0043,0.008,0.0024,0.0139,0.0038,0,0.0089,0,0.0018,-1.00E-03,0.032,0.0251,-0.005,0.038,-0.006,-0.006,-1.00E-03,-0.004,0.0041,0,0,0,0.0018,0.0085,0.0039,0.004,0.0011,-0.002,-0.002,-0.003,-0.002,0.0049,0.0019,0,-0.004,-1.00E-03,-1.00E-03,0.0027
417,0.0051,0.0093,0.0089,-0.002,0.0138,0.0298,0.0305,0.186,0.0053,0.0043,0.0079,0.0024,0.0138,0.0037,0,0.0088,0,0.0017,-1.00E-03,0.0316,0.0248,-0.005,0.0375,-0.006,-0.006,-1.00E-03,-0.004,0.0042,0,0,0,0.0019,0.0084,0.0039,0.004,0.0011,-0.002,-0.002,-0.003,-0.002,0.0049,0.002,0,-0.004,0,-1.00E-03,0.0026
417.5,0.005,0.0092,0.0087,-1.00E-03,0.0136,0.0296,0.0302,0.1847,0.0052,0.0042,0.0078,0.0022,0.0136,0.0036,0,0.0086,0,0.0016,-1.00E-03,0.0312,0.0242,-0.005,0.0371,-0.006,-0.006,-1.00E-03,-0.004,0.0039,0,-1.00E-03,0,0.0018,0.0083,0.0039,0.0039,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.0048,0.0018,0,-0.004,0,-1.00E-03,0.0026
418,0.0051,0.0091,0.0086,-0.002,0.0136,0.0294,0.0302,0.1835,0.0052,0.0041,0.0077,0.0023,0.0136,0.0035,0,0.0085,0,0.0017,-1.00E-03,0.0308,0.024,-0.005,0.0365,-0.006,-0.006,0,-0.004,0.004,0,-1.00E-03,0,0.0017,0.0081,0.0038,0.0039,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.0047,0.0018,0,-0.004,-1.00E-03,-1.00E-03,0.0025
418.5,0.0049,0.0091,0.0085,-1.00E-03,0.0136,0.0293,0.0301,0.1824,0.0052,0.0041,0.0079,0.0023,0.0136,0.0036,0,0.0084,0,0.0017,-1.00E-03,0.0303,0.0236,-0.005,0.0362,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,0,0,0.0017,0.0081,0.0038,0.004,9.00E-04,-0.002,-0.002,-0.003,-0.002,0.0046,0.002,0,-0.004,0,-1.00E-03,0.0025
419,0.0047,0.009,0.0084,-0.002,0.0135,0.029,0.0298,0.1811,0.005,0.0039,0.0076,0.0021,0.0135,0.0035,0,0.0082,0,0.0016,-1.00E-03,0.0298,0.0232,-0.005,0.0356,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,-1.00E-03,0,0.0017,0.008,0.0036,0.0038,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.0045,0.0019,0,-0.004,0,-1.00E-03,0.0025
419.5,0.0048,0.0089,0.0083,-0.002,0.0134,0.0288,0.0297,0.18,0.005,0.0039,0.0077,0.0021,0.0134,0.0034,0,0.0081,0,0.0016,-1.00E-03,0.0293,0.0227,-0.005,0.0352,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,-1.00E-03,0,0.0017,0.0079,0.0037,0.0038,9.00E-04,-0.002,-0.002,-0.003,-0.002,0.0046,0.0018,0,-0.004,0,-1.00E-03,0.0025
420,0.0047,0.0089,0.0084,-0.002,0.0134,0.0285,0.0296,0.1788,0.0049,0.0038,0.0074,0.0022,0.0134,0.0035,0,0.008,0,0.0016,-1.00E-03,0.029,0.0224,-0.005,0.0348,-0.006,-0.006,-1.00E-03,-0.004,0.0039,0,-1.00E-03,0,0.0016,0.0079,0.0036,0.0037,8.00E-04,-0.002,-0.002,-0.003,-0.002,0.0046,0.0018,0,-0.004,-1.00E-03,-1.00E-03,0.0025
420.5,0.0048,0.009,0.0082,-1.00E-03,0.0133,0.0285,0.0295,0.1778,0.005,0.0039,0.0075,0.0022,0.0133,0.0035,0,0.008,0,0.0017,-1.00E-03,0.0286,0.0222,-0.005,0.0345,-0.006,-0.006,-1.00E-03,-0.004,0.004,0,0,0,0.0017,0.0078,0.0037,0.0038,9.00E-04,-0.002,-0.002,-0.003,-0.002,0.0046,0.002,0,-0.004,0,-1.00E-03,0.0026
421,0.0046,0.0087,0.0081,-0.002,0.0132,0.0282,0.0293,0.1766,0.0047,0.0037,0.0074,0.002,0.0132,0.0033,-1.00E-03,0.0077,0,0.0015,-1.00E-03,0.0282,0.0216,-0.005,0.0338,-0.006,-0.006,-1.00E-03,-0.004,0.0037,0,-1.00E-03,0,0.0016,0.0076,0.0034,0.0035,7.00E-04,-0.002,-0.002,-0.003,-0.002,0.0044,0.0018,0,-0.004,-1.00E-03,-1.00E-03,0.0024
421.5,0.0047,0.0088,0.0081,-0.002,0.0133,0.0281,0.0292,0.1756,0.0048,0.0038,0.0075,0.0022,0.0133,0.0035,0,0.0077,0,0.0016,-1.00E-03,0.0279,0.0215,-0.005,0.0335,-0.006,-0.006,0,-0.004,0.004,0,0,0,0.0016,0.0077,0.0036,0.0037,1.00E-03,-0.002,-0.002,-0.003,-0.002,0.0046,0.0019,0,-0.004,0,-1.00E-03,0.0025
422,0.0045,0.0087,0.0078,-0.002,0.0132,0.0278,0.029,0.1745,0.0047,0.0036,0.0072,0.0021,0.0132,0.0033,0,0.0074,0,0.0013,-1.00E-03,0.0274,0.0214,-0.005,0.0332,-0.006,-0.006,-1.00E-03,-0.004,0.0039,0,-1.00E-03,0,0.0015,0.0075,0.0034,0.0036,7.00E-04,-0.002,-0.002,-0.003,-0.002,0.0043,0.0018,0,-0.004,-1.00E-03,-1.00E-03,0.0024
422.5,0.0046,0.0089,0.0081,-1.00E-03,0.0132,0.0277,0.029,0.1738,0.0047,0.0038,0.0072,0.002,0.0132,0.0034,0,0.0074,0,0.0016,-1.00E-03,0.0272,0.0213,-0.005,0.033,-0.006,-0.006,0,-0.004,0.004,0,0,0,0.0017,0.0076,0.0036,0.0034,9.00E-04,-0.002,-0.002,-0.003,-0.002,0.0044,0.0019,0,-0.004,0,-1.00E-03,0.0025
423,0.0045,0.0086,0.0078,-0.002,0.0131,0.0274,0.0286,0.1725,0.0046,0.0037,0.007,0.0022,0.0131,0.0034,0,0.0072,0,0.0013,-1.00E-03,0.0267,0.0208,-0.005,0.0324,-0.006,-0.006,0,-0.004,0.0038,0,-1.00E-03,0,0.0014,0.0072,0.0034,0.0034,7.00E-04,-0.002,-0.002,-0.003,-0.002,0.0043,0.0018,0,-0.004,0,-1.00E-03,0.0023
423.5,0.0045,0.0087,0.0078,-0.002,0.0128,0.0272,0.0286,0.1713,0.0021,0.0036,0.0074,0.0022,0.0128,0.0035,0,0.0072,0,0.0014,-1.00E-03,0.0264,0.0204,-0.005,0.0321,-0.006,-0.006,0,-0.004,0.0041,0,-1.00E-03,0,0.0015,0.0074,0.0035,0.0036,8.00E-04,-0.002,-0.002,-0.003,-0.002,0.0044,0.0017,0,-0.004,0,-1.00E-03,0.0025
424,0.0043,0.0084,0.0076,-0.002,0.0128,0.0272,0.0285,0.1703,-0.049,0.0034,0.0072,0.002,0.0128,0.0033,0,0.007,-1.00E-03,0.0013,-1.00E-03,0.0259,0.0199,-0.005,0.0315,-0.006,-0.006,-1.00E-03,-0.004,0.0038,0,-1.00E-03,0,0.0015,0.0071,0.0034,0.0032,7.00E-04,-0.002,-0.002,-0.003,-0.002,0.0043,0.0016,0,-0.004,-1.00E-03,-1.00E-03,0.0022
424.5,0.0046,0.0087,0.0078,-0.002,0.0131,0.0272,0.0284,0.1695,-0.119,0.0037,0.0071,0.0022,0.0131,0.0034,0,0.007,0,0.0013,-1.00E-03,0.0257,0.02,-0.004,0.0313,-0.005,-0.006,0,-0.004,0.004,0,-1.00E-03,0,0.0015,0.0072,0.0034,0.0037,9.00E-04,-0.002,-0.002,-0.003,-0.002,0.0044,0.0018,0,-0.004,0,-1.00E-03,0.0024
425,0.004,0.0086,0.0077,-0.002,0.0126,0.0266,0.028,0.1682,-0.112,0.0034,0.0071,0.0019,0.0126,0.0033,0,0.0067,0,0.0011,-1.00E-03,0.0252,0.0193,-0.005,0.0308,-0.006,-0.006,0,-0.004,0.0036,0,-1.00E-03,0,0.0014,0.0068,0.0032,0.0033,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.0041,0.0017,0,-0.004,-1.00E-03,-1.00E-03,0.0022
425.5,0.0044,0.0086,0.0075,-0.002,0.0127,0.0265,0.0282,0.1673,-0.095,0.0035,0.007,0.0019,0.0127,0.0034,0,0.0068,0,0.0012,-1.00E-03,0.0251,0.0193,-0.005,0.0304,-0.005,-0.006,0,-0.004,0.004,0,0,0,0.0014,0.007,0.0033,0.0034,7.00E-04,-0.002,-0.002,-0.003,-0.002,0.0042,0.0017,0,-0.004,0,-1.00E-03,0.0024
426,0.0041,0.0083,0.0076,-0.002,0.0128,0.0262,0.028,0.166,-0.134,0.0034,0.0069,0.002,0.0128,0.0032,0,0.0068,0,0.0012,-1.00E-03,0.0245,0.0188,-0.005,0.0301,-0.006,-0.006,0,-0.004,0.0037,0,-1.00E-03,0,0.0014,0.0068,0.0032,0.0034,8.00E-04,-0.002,-0.002,-0.003,-0.002,0.0041,0.0016,0,-0.004,-1.00E-03,-1.00E-03,0.0022
426.5,0.0042,0.0086,0.0075,-0.002,0.0127,0.0263,0.028,0.1654,-0.03,0.0034,0.0069,0.0022,0.0127,0.0036,0,0.0067,0,0.0013,-1.00E-03,0.0242,0.0186,-0.004,0.0297,-0.005,-0.006,0,-0.004,0.004,0,0,0,0.0016,0.007,0.0034,0.0035,8.00E-04,-0.002,-0.002,-0.003,-0.002,0.0042,0.0019,0,-0.004,0,-1.00E-03,0.0024
427,0.0041,0.0084,0.0073,-0.002,0.0125,0.026,0.0277,0.1643,-0.028,0.0031,0.0068,0.0019,0.0125,0.0033,0,0.0065,-1.00E-03,0.0011,-1.00E-03,0.0237,0.0184,-0.005,0.0293,-0.006,-0.006,0,-0.004,0.0037,0,-1.00E-03,0,0.0011,0.0066,0.003,0.0033,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.004,0.0015,0,-0.004,-1.00E-03,-1.00E-03,0.0022
427.5,0.0039,0.0084,0.0073,-0.002,0.0124,0.0258,0.0276,0.1633,-0.04,0.0033,0.0068,0.0019,0.0124,0.0033,0,0.0064,0,0.0012,-1.00E-03,0.0235,0.0181,-0.005,0.0289,-0.006,-0.006,0,-0.004,0.0037,0,-1.00E-03,0,0.0013,0.0067,0.0029,0.0032,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.004,0.0017,0,-0.004,-1.00E-03,-1.00E-03,0.0023
428,0.0039,0.0083,0.0073,-0.002,0.0125,0.0256,0.0276,0.1623,-0.148,0.0032,0.0068,0.0018,0.0125,0.0032,0,0.0064,-1.00E-03,0.0012,-1.00E-03,0.0232,0.018,-0.005,0.0287,-0.005,-0.006,0,-0.004,0.0036,0,-1.00E-03,0,0.0013,0.0066,0.003,0.0033,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.0041,0.0016,0,-0.004,0,-1.00E-03,0.0023
428.5,0.004,0.0085,0.0073,-0.002,0.0125,0.0255,0.0275,0.1615,-0.162,0.0033,0.0068,0.002,0.0125,0.0032,0,0.0064,-1.00E-03,0.0013,-1.00E-03,0.023,0.0176,-0.005,0.0283,-0.005,-0.006,0,-0.004,0.0038,0,-1.00E-03,0,0.0013,0.0066,0.0031,0.0032,8.00E-04,-0.002,-0.002,-0.003,-0.002,0.0039,0.0016,0,-0.004,-1.00E-03,-1.00E-03,0.0024
429,0.0039,0.0082,0.0071,-0.002,0.0124,0.025,0.0272,0.1604,-0.137,0.003,0.0068,0.0018,0.0124,0.0032,0,0.0061,-1.00E-03,1.00E-03,-1.00E-03,0.0225,0.0171,-0.005,0.0278,-0.006,-0.006,-1.00E-03,-0.004,0.0035,-1.00E-03,-1.00E-03,0,0.0012,0.0066,0.003,0.0031,4.00E-04,-0.002,-0.002,-0.003,-0.002,0.0038,0.0014,0,-0.004,-1.00E-03,-1.00E-03,0.0022
429.5,0.0038,0.0081,0.007,-0.002,0.0123,0.025,0.0271,0.1594,-0.062,0.0031,0.0067,0.0019,0.0123,0.0032,0,0.006,-1.00E-03,0.0011,-1.00E-03,0.0224,0.017,-0.005,0.0277,-0.005,-0.006,-1.00E-03,-0.004,0.0036,0,-1.00E-03,0,0.0012,0.0065,0.003,0.0031,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.0039,0.0016,0,-0.004,0,-1.00E-03,0.0024
430,0.0037,0.0082,0.007,-0.002,0.0123,0.0249,0.027,0.1585,-0.048,0.003,0.0066,0.0019,0.0123,0.0031,0,0.006,-1.00E-03,0.0012,-1.00E-03,0.022,0.0168,-0.005,0.0274,-0.005,-0.006,0,-0.004,0.0036,0,0,0,0.0013,0.0065,0.0031,0.0031,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.0039,0.0016,0,-0.004,0,-1.00E-03,0.0022
430.5,0.0038,0.0081,0.007,-0.002,0.0123,0.0247,0.0269,0.1578,-0.061,0.003,0.0066,0.0019,0.0123,0.0031,0,0.006,-1.00E-03,0.0011,-1.00E-03,0.0217,0.0166,-0.005,0.027,-0.005,-0.006,0,-0.004,0.0036,0,-1.00E-03,0,0.0012,0.0062,0.003,0.0031,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.004,0.0015,0,-0.004,0,-1.00E-03,0.0023
431,0.0036,0.0081,0.0069,-0.002,0.0122,0.0245,0.0267,0.1568,-0.16,0.003,0.0066,0.002,0.0122,0.0032,0,0.0058,-1.00E-03,0.0011,-0.002,0.0214,0.0162,-0.005,0.0268,-0.005,-0.006,0,-0.004,0.0036,0,-1.00E-03,0,0.0011,0.0062,0.0029,0.0031,6.00E-04,-0.002,-0.002,-0.003,-0.002,0.0038,0.0016,0,-0.004,-1.00E-03,-1.00E-03,0.0022
431.5,0.0037,0.008,0.0069,-0.002,0.0123,0.0244,0.0266,0.1559,-0.227,0.0029,0.0064,0.0019,0.0123,0.0032,0,0.0057,-1.00E-03,0.0011,-1.00E-03,0.0213,0.016,-0.005,0.0265,-0.005,-0.005,0,-0.004,0.0037,0,-1.00E-03,0,0.0013,0.0062,0.0029,0.0031,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.0039,0.0015,0,-0.004,0,-1.00E-03,0.0022
432,0.0038,0.0081,0.007,-0.002,0.0123,0.0243,0.0266,0.1551,-0.192,0.003,0.0064,0.002,0.0123,0.0032,0,0.0058,-1.00E-03,0.0012,-1.00E-03,0.0209,0.0158,-0.005,0.0263,-0.005,-0.006,0,-0.004,0.0037,0,-1.00E-03,0,0.0013,0.0063,0.0029,0.0031,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.0038,0.0016,0,-0.004,-1.00E-03,-1.00E-03,0.0021
432.5,0.0036,0.0079,0.0067,-0.002,0.0119,0.0243,0.0264,0.1542,-0.133,0.0028,0.0063,0.0018,0.0119,0.0031,0,0.0057,-1.00E-03,8.00E-04,-1.00E-03,0.0206,0.0154,-0.005,0.0257,-0.005,-0.006,0,-0.004,0.0035,0,-1.00E-03,0,0.0013,0.006,0.0029,0.003,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.0037,0.0014,0,-0.004,-1.00E-03,-1.00E-03,0.002
433,0.0036,0.0081,0.0067,-0.002,0.0119,0.024,0.0264,0.1533,-0.148,0.0028,0.0064,0.002,0.0119,0.0031,0,0.0055,-1.00E-03,1.00E-03,-0.002,0.0206,0.0152,-0.005,0.0255,-0.005,-0.006,-1.00E-03,-0.004,0.0034,0,-1.00E-03,0,0.0011,0.0061,0.0027,0.0029,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.0038,0.0015,0,-0.004,-1.00E-03,-1.00E-03,0.0022
433.5,0.0035,0.008,0.0067,-0.002,0.0119,0.0237,0.0262,0.1524,-0.193,0.0029,0.0063,0.002,0.0119,0.0031,0,0.0053,-1.00E-03,1.00E-03,-0.002,0.02,0.0151,-0.005,0.0253,-0.005,-0.006,0,-0.004,0.0033,0,-1.00E-03,0,1.00E-03,0.0058,0.0026,0.0028,5.00E-04,-0.002,-0.002,-0.003,-0.002,0.0037,0.0014,0,-0.004,-1.00E-03,-1.00E-03,0.0021
434,0.0035,0.008,0.0068,-0.002,0.0121,0.0238,0.0262,0.1516,-0.23,0.0028,0.0066,0.0021,0.0121,0.0032,0,0.0055,-1.00E-03,1.00E-03,-1.00E-03,0.0199,0.0151,-0.004,0.0252,-0.005,-0.005,0,-0.003,0.0036,0,-1.00E-03,0,0.0012,0.0061,0.0027,0.003,6.00E-04,-1.00E-03,-0.002,-0.003,-0.002,0.0039,0.0016,0,-0.003,-1.00E-03,-1.00E-03,0.0023
434.5,0.0033,0.0078,0.0065,-0.002,0.0117,0.0235,0.026,0.1507,-0.234,0.0026,0.0061,0.0017,0.0117,0.0031,0,0.0054,-1.00E-03,8.00E-04,-0.002,0.0196,0.0147,-0.005,0.0247,-0.005,-0.006,-1.00E-03,-0.004,0.0034,0,-1.00E-03,0,0.0011,0.0059,0.0026,0.0028,4.00E-04,-0.002,-0.002,-0.003,-0.002,0.0037,0.0013,0,-0.004,-1.00E-03,-1.00E-03,0.002
435,0.0035,0.0078,0.0066,-0.002,0.0118,0.0233,0.0259,0.15,-0.179,0.0028,0.0063,0.0019,0.0118,0.0031,0,0.0053,-1.00E-03,9.00E-04,-1.00E-03,0.0195,0.0145,-0.004,0.0245,-0.005,-0.006,0,-0.003,0.0035,0,0,0,0.0012,0.0058,0.0027,0.0029,5.00E-04,-0.002,-0.002,-0.002,-0.002,0.0036,0.0015,0,-0.004,-1.00E-03,-1.00E-03,0.0022
435.5,0.0033,0.0078,0.0063,-0.002,0.0116,0.0232,0.0259,0.1491,-0.114,0.0025,0.006,0.0019,0.0116,0.003,0,0.0051,-1.00E-03,7.00E-04,-0.002,0.019,0.0141,-0.005,0.0241,-0.005,-0.005,-1.00E-03,-0.004,0.0034,-1.00E-03,-1.00E-03,0,9.00E-04,0.0056,0.0025,0.0027,4.00E-04,-0.002,-0.002,-0.003,-0.002,0.0034,0.0014,0,-0.004,-1.00E-03,-1.00E-03,0.0022
436,0.0034,0.008,0.0066,-0.002,0.0119,0.0231,0.0259,0.1487,-0.098,0.0028,0.0063,0.0022,0.0119,0.0033,0,0.0053,-1.00E-03,1.00E-03,-1.00E-03,0.019,0.0142,-0.005,0.024,-0.005,-0.005,0,-0.003,0.0034,0,0,0,0.0012,0.006,0.0027,0.003,6.00E-04,-0.002,-0.002,-0.002,-0.002,0.0039,0.0017,0,-0.003,0,-1.00E-03,0.0023
436.5,0.0033,0.0077,0.0062,-0.002,0.0116,0.0227,0.0254,0.1475,-0.089,0.0025,0.0061,0.0019,0.0116,0.003,0,0.0049,-1.00E-03,7.00E-04,-0.002,0.0184,0.0137,-0.005,0.0237,-0.005,-0.006,0,-0.004,0.0033,-1.00E-03,-1.00E-03,0,9.00E-04,0.0056,0.0024,0.0027,4.00E-04,-0.002,-0.002,-0.003,-0.002,0.0034,0.0013,0,-0.004,-1.00E-03,-1.00E-03,0.002
437,0.0034,0.0078,0.0062,-0.002,0.0117,0.0227,0.0256,0.1468,-0.086,0.0026,0.0062,0.0022,0.0117,0.003,0,0.005,-1.00E-03,8.00E-04,-0.002,0.0184,0.0137,-0.004,0.0235,-0.005,-0.005,0,-0.003,0.0034,0,-1.00E-03,0,1.00E-03,0.0055,0.0025,0.0026,4.00E-04,-0.002,-0.002,-0.003,-0.002,0.0034,0.0015,0,-0.004,-1.00E-03,-1.00E-03,0.0023
437.5,0.0032,0.0076,0.006,-0.002,0.0115,0.0226,0.0252,0.1458,-0.085,0.0024,0.006,0.0018,0.0115,0.0029,-1.00E-03,0.0049,-1.00E-03,8.00E-04,-0.002,0.018,0.0134,-0.005,0.023,-0.005,-0.006,0,-0.004,0.0032,-1.00E-03,-1.00E-03,0,1.00E-03,0.0053,0.0023,0.0025,3.00E-04,-0.002,-0.002,-0.003,-0.002,0.0032,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.0021
438,0.0033,0.0078,0.0063,-0.002,0.0117,0.0226,0.0254,0.1451,-0.083,0.0025,0.0062,0.0021,0.0117,0.0031,0,0.005,-1.00E-03,9.00E-04,-1.00E-03,0.018,0.0134,-0.004,0.0228,-0.005,-0.005,0,-0.003,0.0034,0,0,0,0.0012,0.0057,0.0027,0.0029,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0037,0.0016,0,-0.003,0,-1.00E-03,0.0024
438.5,0.003,0.0075,0.006,-0.002,0.0113,0.0223,0.025,0.1442,-0.083,0.0024,0.0059,0.0018,0.0113,0.0028,-1.00E-03,0.0046,-1.00E-03,6.00E-04,-0.002,0.0176,0.0128,-0.005,0.0223,-0.005,-0.006,-1.00E-03,-0.004,0.0031,-1.00E-03,-1.00E-03,0,1.00E-03,0.0054,0.0022,0.0026,2.00E-04,-0.002,-0.002,-0.003,-0.002,0.0034,0.0015,0,-0.003,-1.00E-03,-1.00E-03,0.002
439,0.0033,0.0076,0.0062,-0.002,0.0116,0.0223,0.0253,0.1435,-0.083,0.0025,0.0058,0.002,0.0116,0.003,0,0.005,-1.00E-03,9.00E-04,-1.00E-03,0.0175,0.0129,-0.004,0.0225,-0.005,-0.005,0,-0.003,0.0032,0,0,0,1.00E-03,0.0054,0.0025,0.0028,4.00E-04,-0.002,-0.002,-0.002,-0.002,0.0035,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.0022
439.5,0.0031,0.0074,0.006,-0.002,0.0114,0.022,0.025,0.1427,-0.082,0.0023,0.0059,0.002,0.0114,0.0031,-1.00E-03,0.0047,-1.00E-03,7.00E-04,-0.002,0.0171,0.0126,-0.005,0.0221,-0.005,-0.005,0,-0.003,0.0032,0,-1.00E-03,0,9.00E-04,0.0053,0.0024,0.0026,3.00E-04,-0.002,-0.002,-0.003,-0.002,0.0033,0.0012,0,-0.004,-1.00E-03,-1.00E-03,0.0021
440,0.0033,0.0074,0.0061,-0.002,0.0114,0.0221,0.025,0.1421,-0.081,0.0025,0.0059,0.0022,0.0114,0.0031,0,0.0048,-1.00E-03,8.00E-04,-1.00E-03,0.0172,0.0126,-0.004,0.022,-0.005,-0.005,0,-0.003,0.0032,0,0,0,1.00E-03,0.0054,0.0025,0.0026,5.00E-04,-1.00E-03,-0.002,-0.002,-0.002,0.0035,0.0014,0,-0.003,-1.00E-03,-1.00E-03,0.0021
440.5,0.0028,0.0072,0.006,-0.002,0.0112,0.0217,0.0247,0.141,-0.081,0.0023,0.0057,0.0021,0.0112,0.003,-1.00E-03,0.0044,-1.00E-03,6.00E-04,-0.002,0.0167,0.0122,-0.004,0.0216,-0.005,-0.005,-1.00E-03,-0.003,0.0031,-1.00E-03,-1.00E-03,0,8.00E-04,0.0051,0.0024,0.0025,3.00E-04,-0.002,-0.002,-0.002,-0.002,0.0033,0.0013,0,-0.003,-1.00E-03,-1.00E-03,0.0019
